Pack Name,ID,Name,Type,Rarity,Max Level,Can Be Starter,Starter Weight,Boss Weight,Title 1,Title 1 Unlock Amount,Title 2,Title 2 Unlock Amount,Title 3,Title 3 Unlock Amount,Title 4,Title 4 Unlock Amount,Title 5,Title 5 Unlock Amount,Evolution Stage,Evolution Level,Evolution Form Id,Base HP,Base Attack,Base Defense,Base Speed,Spawn Weight,Job Skill,Hp Regen Per Hour,Fatigue Rate Per Hour,Fatigue Cooldown Hours,Personality,Basic Attack Name,Basic Attack Prefab Lifetime,Icon Path,Back Icon Path,Shiny Icon Path,Shiny Back Icon Path,Description
Main,M-052,Prophel,Oracle,Epic,50,No,0,0,T-349,1,T-083,4,T-335,8,T-306,12,T-304,15,1,,,88,66,60,21,0.7,1.15,10.6,10,11.4,Commander,Omen Strike,1,Assets/Art/Monsters/Oracle/Epic/Prophel_front.png,Assets/Art/Monsters/Oracle/Epic/Prophel_back.png,Assets/Art/Monsters/Oracle/Epic/Prophel_frontshiny.png,Assets/Art/Monsters/Oracle/Epic/Prophel_backshiny.png,"An imposing oracle enforcer that reads the flow of battle in advance, striking with decisive force guided by grim foresight."
Main,M-053,Divinel,Oracle,Mythic,50,No,0,0,T-163,2,T-168,5,T-382,8,T-243,12,T-286,15,1,,,112,74,82,32,0.05,1.3,13.4,10,12.6,Analyst,Judgment Ray,1,Assets/Art/Monsters/Oracle/Mythic/Divinel_front.png,Assets/Art/Monsters/Oracle/Mythic/Divinel_back.png,Assets/Art/Monsters/Oracle/Mythic/Divinel_frontshiny.png,Assets/Art/Monsters/Oracle/Mythic/Divinel_backshiny.png,"A mythic oracle being that peers far beyond the present moment, unleashing precise, inevitable strikes guided by absolute foresight."
Main,M-054,Clarel,Clash,Common,50,Yes,10,0,T-326,3,T-346,10,,,,,,,1,18,M-055,50,52,24,24,8,0.95,4.8,11,7.2,Aggressive,Impact Jab,1,Assets/Art/Monsters/Clash/Common/Clarel_front.png,Assets/Art/Monsters/Clash/Common/Clarel_back.png,Assets/Art/Monsters/Clash/Common/Clarel_frontshiny.png,Assets/Art/Monsters/Clash/Common/Clarel_backshiny.png,"A feisty clash brawler that charges straight in, favoring constant pressure over caution."
Main,M-055,Claron,Clash,Uncommon,50,Yes,2,0,T-121,2,T-131,10,T-126,14,,,,,1,,,58,62,28,26,4.5,1,5.4,11,7.2,Relentless,Break Rush,1,Assets/Art/Monsters/Clash/Uncommon/Claron_front.png,Assets/Art/Monsters/Clash/Uncommon/Claron_back.png,Assets/Art/Monsters/Clash/Uncommon/Claron_frontshiny.png,Assets/Art/Monsters/Clash/Uncommon/Claron_backshiny.png,"A hardened clash fighter that builds momentum with every hit, driving foes back through sheer force."
Main,M-056,Brawlok,Clash,Rare,50,No,0,0,T-067,2,T-132,6,T-184,10,T-204,14,,,1,,,72,76,42,28,2,1.08,6.8,11,7.2,Bruiser,Crush Swing,1,Assets/Art/Monsters/Clash/Rare/Brawlok_front.png,Assets/Art/Monsters/Clash/Rare/Brawlok_back.png,Assets/Art/Monsters/Clash/Rare/Brawlok_frontshiny.png,Assets/Art/Monsters/Clash/Rare/Brawlok_backshiny.png,"A seasoned clash enforcer that trades blows head-on, growing stronger the longer it stays locked in brutal close combat."
Main,M-057,Clashorn,Clash,Epic,50,No,0,0,T-123,1,T-118,4,T-053,8,T-287,12,T-042,15,1,,,86,98,40,31,0.7,1.15,6.9,11,7.8,Berserker,Rend Impact,1,Assets/Art/Monsters/Clash/Epic/Clashorn_front.png,Assets/Art/Monsters/Clash/Epic/Clashorn_back.png,Assets/Art/Monsters/Clash/Epic/Clashorn_frontshiny.png,Assets/Art/Monsters/Clash/Epic/Clashorn_backshiny.png,"A brutal clash juggernaut that thrives in prolonged combat, tearing into enemies with escalating, bone-crushing force."
Main,M-058,Morbel,Corrupt,Common,50,Yes,10,0,T-120,3,T-115,10,,,,,,,1,18,M-059,54,54,22,20,8,0.95,6.2,11,9.2,Chaotic,Rot Jab,1,Assets/Art/Monsters/Corrupt/Common/Morbel_front.png,Assets/Art/Monsters/Corrupt/Common/Morbel_back.png,Assets/Art/Monsters/Corrupt/Common/Morbel_frontshiny.png,Assets/Art/Monsters/Corrupt/Common/Morbel_backshiny.png,"A warped sprout born of corruption, lurching forward with reckless strikes and unstable energy."
Main,M-059,Morbren,Corrupt,Uncommon,50,Yes,2,0,T-116,2,T-303,10,T-075,14,,,,,1,,,62,64,26,24,4.5,1,7.1,11,9.2,Wildling,Blight Smash,1,Assets/Art/Monsters/Corrupt/Uncommon/Morbren_front.png,Assets/Art/Monsters/Corrupt/Uncommon/Morbren_back.png,Assets/Art/Monsters/Corrupt/Uncommon/Morbren_frontshiny.png,Assets/Art/Monsters/Corrupt/Uncommon/Morbren_backshiny.png,"A fully corrupted brute that thrives on chaos, smashing enemies with volatile force that grows more dangerous the longer it fights."
Main,M-060,Blightor,Corrupt,Mythic,50,No,0,0,T-312,2,T-134,5,T-152,8,T-124,12,T-174,15,1,,,118,104,48,30,0.05,1.3,13.6,11,12.1,Wildling,Ruin Burst,1,Assets/Art/Monsters/Corrupt/Mythic/Blightor_front.png,Assets/Art/Monsters/Corrupt/Mythic/Blightor_back.png,Assets/Art/Monsters/Corrupt/Mythic/Blightor_frontshiny.png,Assets/Art/Monsters/Corrupt/Mythic/Blightor_backshiny.png,"A mythic avatar of corruption that radiates unstable power, overwhelming foes with catastrophic strikes fueled by rampant decay."
Main,M-061,Nightveil,Umbral,Boss,50,No,0,5,,,,,,,,,,,1,,,160,140,70,30,0,1,18.4,11,10.5,Phantom,Veil Annihilation,1,Assets/Art/Monsters/Umbral/Boss/Nightveil_front.png,Assets/Art/Monsters/Umbral/Boss/Nightveil_back.png,Assets/Art/Monsters/Umbral/Boss/Nightveil_frontshiny.png,Assets/Art/Monsters/Umbral/Boss/Nightveil_backshiny.png,"A boss-class umbral entity that tears through reality itself, phasing between shadows as it delivers devastating, unavoidable strikes."
Main,M-062,Stormek,Electric,Boss,50,No,0,5,,,,,,,,,,,1,,,140,160,60,40,0,1,14,11.6,9.5,Executioner,Catastorm,1,Assets/Art/Monsters/Electric/Boss/Stormek_front.png,Assets/Art/Monsters/Electric/Boss/Stormek_back.png,Assets/Art/Monsters/Electric/Boss/Stormek_frontshiny.png,Assets/Art/Monsters/Electric/Boss/Stormek_backshiny.png,A colossal electric tyrant that builds lethal charge before unleashing battlefield-clearing bursts of lightning.
Main,M-063,Skyrend,Sky,Boss,50,No,0,5,,,,,,,,,,,1,,,130,150,55,65,0,1,13,11,9.5,Opportunist,Heaven Split,1,Assets/Art/Monsters/Sky/Boss/Skyrend_front.png,Assets/Art/Monsters/Sky/Boss/Skyrend_back.png,Assets/Art/Monsters/Sky/Boss/Skyrend_frontshiny.png,Assets/Art/Monsters/Sky/Boss/Skyrend_backshiny.png,"A supreme aerial predator that dominates the skies, striking from impossible angles with overwhelming speed and force."
Main,M-064,Pyroth,Fire,Boss,50,No,0,5,,,,,,,,,,,1,,,150,170,50,30,0,1,14.3,12.1,9,Berserker,Worldburn,1,Assets/Art/Monsters/Fire/Boss/Pyroth_front.png,Assets/Art/Monsters/Fire/Boss/Pyroth_back.png,Assets/Art/Monsters/Fire/Boss/Pyroth_frontshiny.png,Assets/Art/Monsters/Fire/Boss/Pyroth_backshiny.png,"A raging inferno incarnate that floods the battlefield with relentless flames, growing more destructive the longer it survives."
Main,M-065,Swarmor,Bug,Boss,50,No,0,5,,,,,,,,,,,1,,,145,135,70,50,0,1,15.2,8.5,9.8,Wildling,Endless Brood,1,Assets/Art/Monsters/Bug/Boss/Swarmor_front.png,Assets/Art/Monsters/Bug/Boss/Swarmor_back.png,Assets/Art/Monsters/Bug/Boss/Swarmor_frontshiny.png,Assets/Art/Monsters/Bug/Boss/Swarmor_backshiny.png,A nightmare hive mind that overwhelms foes through sheer numbers and relentless coordinated assault.
Verdant Origins,M-066,Flore,Grass,Common,50,No,0,0,T-330,3,T-202,10,,,,,,,1,18,M-067,56,38,34,20,8,0.95,6.2,8.5,7.9,Supportive,Leaf Jab,1,Assets/Monsters/Packs/Verdant Origins/Flore/Flore_front.png,Assets/Monsters/Packs/Verdant Origins/Flore/Flore_back.png,Assets/Monsters/Packs/Verdant Origins/Flore/Flore_frontshiny.png,Assets/Monsters/Packs/Verdant Origins/Flore/Flore_backshiny.png,A nimble sprout monster that supports allies while striking with quick flexible leaves.
Verdant Origins,M-067,Florrel,Grass,Uncommon,50,No,0,0,T-198,2,T-021,10,T-197,14,,,,,1,,,64,44,38,22,4.5,1,7.1,8.5,7.9,Guardian,Bloom Lash,1,Assets/Monsters/Packs/Verdant Origins/Florrel/Florrel_front.png,Assets/Monsters/Packs/Verdant Origins/Florrel/Florrel_back.png,Assets/Monsters/Packs/Verdant Origins/Florrel/Florrel_frontshiny.png,Assets/Monsters/Packs/Verdant Origins/Florrel/Florrel_backshiny.png,Its petals harden into layered fronds allowing it to guard allies while lashing foes with controlled strikes.
Verdant Origins,M-068,Scuttle,Bug,Common,50,No,0,0,T-138,3,T-153,10,,,,,,,1,,,42,44,22,40,8,0.95,4.6,7.2,7.9,Pouncer,Skitter Jab,1,Assets/Monsters/Packs/Verdant Origins/Scuttle/Scuttle_front.png,Assets/Monsters/Packs/Verdant Origins/Scuttle/Scuttle_back.png,Assets/Monsters/Packs/Verdant Origins/Scuttle/Scuttle_frontshiny.png,Assets/Monsters/Packs/Verdant Origins/Scuttle/Scuttle_backshiny.png,A fast-moving insect that zips across the field striking quickly before enemies can react.
Verdant Origins,M-069,Clodrel,Ground,Uncommon,50,No,0,0,T-061,2,T-351,10,T-040,14,,,,,1,,,68,40,50,14,4.5,1,7.5,8.1,8.6,Stoic,Earth Press,1,Assets/Monsters/Packs/Verdant Origins/Clodrel/Clodrel_front.png,Assets/Monsters/Packs/Verdant Origins/Clodrel/Clodrel_back.png,Assets/Monsters/Packs/Verdant Origins/Clodrel/Clodrel_frontshiny.png,Assets/Monsters/Packs/Verdant Origins/Clodrel/Clodrel_backshiny.png,A dense ground dweller that anchors itself firmly absorbing punishment while slowly crushing foes with earthen force.
Infernal Awakening,M-070,Cindel,Fire,Common,50,No,0,0,T-125,3,T-120,10,,,,,,,1,18,M-071,50,54,22,24,8,0.95,4.8,11,7.2,Aggressive,Ember Jab,1,Assets/Monsters/Packs/Infernal Awakening/Cindel/Cindel_front.png,Assets/Monsters/Packs/Infernal Awakening/Cindel/Cindel_back.png,Assets/Monsters/Packs/Infernal Awakening/Cindel/Cindel_frontshiny.png,Assets/Monsters/Packs/Infernal Awakening/Cindel/Cindel_backshiny.png,A fiery cub-like monster that charges eagerly striking with small but persistent bursts of flame.
Infernal Awakening,M-071,Cindren,Fire,Uncommon,50,No,0,0,T-305,2,T-001,10,T-045,14,,,,,1,22,M-072,58,64,26,26,4.5,1,5.4,11,7.2,Berserker,Flare Claw,1,Assets/Monsters/Packs/Infernal Awakening/Cindren/Cindren_front.png,Assets/Monsters/Packs/Infernal Awakening/Cindren/Cindren_back.png,Assets/Monsters/Packs/Infernal Awakening/Cindren/Cindren_frontshiny.png,Assets/Monsters/Packs/Infernal Awakening/Cindren/Cindren_backshiny.png,Its flames burn brighter as it grows bolder chaining aggressive attacks without letting up.
Infernal Awakening,M-072,Pyrelon,Fire,Rare,50,No,0,0,T-268,2,T-008,6,T-041,10,T-055,14,,,1,,,66,76,30,28,2,1.08,6.1,11,7.2,Berserker,Inferno Rush,1,Assets/Monsters/Packs/Infernal Awakening/Pyrelon/Pyrelon_front.png,Assets/Monsters/Packs/Infernal Awakening/Pyrelon/Pyrelon_back.png,Assets/Monsters/Packs/Infernal Awakening/Pyrelon/Pyrelon_frontshiny.png,Assets/Monsters/Packs/Infernal Awakening/Pyrelon/Pyrelon_backshiny.png,A fully ignited fire brute that overwhelms foes through relentless pressure and roaring heat.
Infernal Awakening,M-073,Rotbud,Corrupt,Common,50,No,0,0,T-130,3,T-170,10,,,,,,,1,18,M-074,52,52,24,18,8,0.95,6,11,9.2,Unpredictable,Blight Jab,1,Assets/Monsters/Packs/Infernal Awakening/Rotbud/Rotbud_front.png,Assets/Monsters/Packs/Infernal Awakening/Rotbud/Rotbud_back.png,Assets/Monsters/Packs/Infernal Awakening/Rotbud/Rotbud_frontshiny.png,Assets/Monsters/Packs/Infernal Awakening/Rotbud/Rotbud_backshiny.png,A corrupted growth that lurches unpredictably striking with unstable and decaying energy.
Infernal Awakening,M-074,Blossorn,Corrupt,Uncommon,50,No,0,0,T-050,2,T-139,10,T-171,14,,,,,1,,,60,62,28,20,4.5,1,6.9,11,9.2,Unpredictable,Decay Crush,1,Assets/Monsters/Packs/Infernal Awakening/Blossorn/Blossorn_front.png,Assets/Monsters/Packs/Infernal Awakening/Blossorn/Blossorn_back.png,Assets/Monsters/Packs/Infernal Awakening/Blossorn/Blossorn_frontshiny.png,Assets/Monsters/Packs/Infernal Awakening/Blossorn/Blossorn_backshiny.png,Its corruption fully blooms empowering heavy
Tides of Rebirth,M-075,Peblo,Water,Common,50,No,0,0,T-182,3,T-347,10,,,,,,,1,18,M-076,54,40,30,24,8,0.95,6.5,7.7,8.2,Supportive,Shell Snap,1,Assets/Monsters/Packs/Tides of Rebirth/Peblo/Peblo_front.png,Assets/Monsters/Packs/Tides of Rebirth/Peblo/Peblo_back.png,Assets/Monsters/Packs/Tides of Rebirth/Peblo/Peblo_frontshiny.png,Assets/Monsters/Packs/Tides of Rebirth/Peblo/Peblo_backshiny.png,A small water dweller that reacts quickly snapping at threats with hardened claws and splashes.
Tides of Rebirth,M-076,Pebron,Water,Uncommon,50,No,0,0,T-300,2,T-333,10,T-206,14,,,,,1,22,M-077,62,48,36,26,4.5,1,7.4,7.7,8.2,Stoic,Current Claw,1,Assets/Monsters/Packs/Tides of Rebirth/Pebron/Pebron_front.png,Assets/Monsters/Packs/Tides of Rebirth/Pebron/Pebron_back.png,Assets/Monsters/Packs/Tides of Rebirth/Pebron/Pebron_frontshiny.png,Assets/Monsters/Packs/Tides of Rebirth/Pebron/Pebron_backshiny.png,Its shell thickens as it adapts striking back harder the longer it remains engaged.
Tides of Rebirth,M-077,Pebros,Water,Rare,50,No,0,0,T-071,2,T-161,6,T-166,10,T-046,14,,,1,,,70,56,42,28,2,1.08,8.3,7.7,8.2,Guardian,Tide Crush,1,Assets/Monsters/Packs/Tides of Rebirth/Pebros/Pebros_front.png,Assets/Monsters/Packs/Tides of Rebirth/Pebros/Pebros_back.png,Assets/Monsters/Packs/Tides of Rebirth/Pebros/Pebros_frontshiny.png,Assets/Monsters/Packs/Tides of Rebirth/Pebros/Pebros_backshiny.png,A fully matured water brute that balances offense and defense crashing into enemies with steady tidal force.
Tides of Rebirth,M-078,Seeron,Oracle,Common,50,No,0,0,T-239,3,T-180,10,,,,,,,1,18,M-079,60,34,34,20,8,0.95,7.2,9,9.9,Analyst,Insight Tap,1,Assets/Monsters/Packs/Tides of Rebirth/Seeron/Seeron_front.png,Assets/Monsters/Packs/Tides of Rebirth/Seeron/Seeron_back.png,Assets/Monsters/Packs/Tides of Rebirth/Seeron/Seeron_frontshiny.png,Assets/Monsters/Packs/Tides of Rebirth/Seeron/Seeron_backshiny.png,A young oracle watcher that studies the battlefield striking only after reading its opponent.
Tides of Rebirth,M-079,Seerel,Oracle,Uncommon,50,No,0,0,T-335,2,T-176,10,T-235,14,,,,,1,,,68,40,40,22,4.5,1,8.1,9,9.9,Strategic,Foresight Strike,1,Assets/Monsters/Packs/Tides of Rebirth/Seerel/Seerel_front.png,Assets/Monsters/Packs/Tides of Rebirth/Seerel/Seerel_back.png,Assets/Monsters/Packs/Tides of Rebirth/Seerel/Seerel_frontshiny.png,Assets/Monsters/Packs/Tides of Rebirth/Seerel/Seerel_backshiny.png,Its visions sharpen allowing it to predict movements and land precise
Storm Genesis,M-080,Voltbud,Electric,Common,50,No,0,0,T-187,3,T-384,10,,,,,,,1,18,M-081,46,48,22,36,8,0.95,4.6,10.5,7.6,Trickster,Spark Jab,1,Assets/Monsters/Packs/Storm Genesis/Voltbud/Voltbud_front.png,Assets/Monsters/Packs/Storm Genesis/Voltbud/Voltbud_back.png,Assets/Monsters/Packs/Storm Genesis/Voltbud/Voltbud_frontshiny.png,Assets/Monsters/Packs/Storm Genesis/Voltbud/Voltbud_backshiny.png,A jittery electric sprout that crackles with unstable energy darting in to shock foes before retreating.
Storm Genesis,M-081,Voltorn,Electric,Uncommon,50,No,0,0,T-301,2,T-014,10,T-240,14,,,,,1,22,M-082,54,58,26,38,4.5,1,5.2,10.5,7.6,Pouncer,Arc Bash,1,Assets/Monsters/Packs/Storm Genesis/Voltorn/Voltorn_front.png,Assets/Monsters/Packs/Storm Genesis/Voltorn/Voltorn_back.png,Assets/Monsters/Packs/Storm Genesis/Voltorn/Voltorn_frontshiny.png,Assets/Monsters/Packs/Storm Genesis/Voltorn/Voltorn_backshiny.png,Its crystalline spikes conduct steady current allowing faster movement and harder-hitting electric strikes.
Storm Genesis,M-082,Voltrix,Electric,Rare,50,No,0,0,T-051,2,T-329,6,T-022,10,T-087,14,,,1,,,62,70,30,40,2,1.08,5.9,10.5,7.6,Pouncer,Thunder Break,1,Assets/Monsters/Packs/Storm Genesis/Voltrix/Voltrix_front.png,Assets/Monsters/Packs/Storm Genesis/Voltrix/Voltrix_back.png,Assets/Monsters/Packs/Storm Genesis/Voltrix/Voltrix_frontshiny.png,Assets/Monsters/Packs/Storm Genesis/Voltrix/Voltrix_backshiny.png,A fully charged electric predator that unleashes decisive high-voltage blows to finish battles quickly.
Storm Genesis,M-083,Skylit,Sky,Common,50,No,0,0,T-018,3,T-175,10,,,,,,,1,,,42,44,22,38,8,0.95,4.8,9.5,7.1,Trickster,Breeze Peck,1,Assets/Monsters/Packs/Storm Genesis/Skylit/Skylit_front.png,Assets/Monsters/Packs/Storm Genesis/Skylit/Skylit_back.png,Assets/Monsters/Packs/Storm Genesis/Skylit/Skylit_frontshiny.png,Assets/Monsters/Packs/Storm Genesis/Skylit/Skylit_backshiny.png,A light-bodied sky creature that glides effortlessly striking with quick pecks before riding the wind away.
Echoes of Stone,M-088,Shardel,Rock,Common,50,No,0,0,T-020,3,T-348,10,,,,,,,1,18,M-089,58,36,40,16,8,0.95,5.2,8.1,9.5,Stoic,Stone Flick,1,Assets/Monsters/Packs/Echoes of Stone/Shardel/Shardel_front.png,Assets/Monsters/Packs/Echoes of Stone/Shardel/Shardel_back.png,Assets/Monsters/Packs/Echoes of Stone/Shardel/Shardel_frontshiny.png,Assets/Monsters/Packs/Echoes of Stone/Shardel/Shardel_backshiny.png,A brittle rock creature that skitters across the ground flinging sharp shards while bracing against attacks.
Echoes of Stone,M-089,Shardorn,Rock,Uncommon,50,No,0,0,T-010,2,T-060,10,T-211,14,,,,,1,,,66,42,52,18,4.5,1,5.9,8.1,9.5,Guardian,Crag Pierce,1,Assets/Monsters/Packs/Echoes of Stone/Shardorn/Shardorn_front.png,Assets/Monsters/Packs/Echoes of Stone/Shardorn/Shardorn_back.png,Assets/Monsters/Packs/Echoes of Stone/Shardorn/Shardorn_frontshiny.png,Assets/Monsters/Packs/Echoes of Stone/Shardorn/Shardorn_backshiny.png,Its body crystallizes into layered stone plates striking with heavier
Echoes of Stone,M-090,Coiltek,Alloy,Common,50,No,0,0,T-080,3,T-324,10,,,,,,,1,18,M-091,50,42,38,18,8,0.95,4.7,8,11.4,Sentinel,Clamp Jab,1,Assets/Monsters/Packs/Echoes of Stone/Coiltek/Coiltek_front.png,Assets/Monsters/Packs/Echoes of Stone/Coiltek/Coiltek_back.png,Assets/Monsters/Packs/Echoes of Stone/Coiltek/Coiltek_frontshiny.png,Assets/Monsters/Packs/Echoes of Stone/Coiltek/Coiltek_backshiny.png,A compact alloy coil that snaps forward with mechanical precision while absorbing incoming force.
Echoes of Stone,M-091,Helitek,Alloy,Uncommon,50,No,0,0,T-070,2,T-144,10,T-160,14,,,,,1,,,58,48,48,20,4.5,1,5.4,8,11.4,Guardian,Torque Crush,1,Assets/Monsters/Packs/Echoes of Stone/Helitek/Helitek_front.png,Assets/Monsters/Packs/Echoes of Stone/Helitek/Helitek_back.png,Assets/Monsters/Packs/Echoes of Stone/Helitek/Helitek_frontshiny.png,Assets/Monsters/Packs/Echoes of Stone/Helitek/Helitek_backshiny.png,Its segmented body locks into reinforced rings crushing enemies with controlled
Umbral Veil,M-092,Wisporn,Specter,Uncommon,50,No,0,0,T-014,2,T-027,10,T-041,14,,,,,1,,,56,48,30,30,4.5,1,7.2,9.5,8.8,Phantom,Veil Tap,1,Assets/Monsters/Packs/Umbral Veil/Wisporn/Wisporn_front.png,Assets/Monsters/Packs/Umbral Veil/Wisporn/Wisporn_back.png,Assets/Monsters/Packs/Umbral Veil/Wisporn/Wisporn_frontshiny.png,Assets/Monsters/Packs/Umbral Veil/Wisporn/Wisporn_backshiny.png,A drifting specter that flickers unpredictably draining foes with soft but persistent ghostly strikes.
Umbral Veil,M-093,Murkveil,Specter,Uncommon,50,No,0,0,T-019,2,T-033,10,T-044,14,,,,,1,,,60,50,32,28,4.5,1,7.5,9.5,8.8,Trickster,Shadow Curl,1,Assets/Monsters/Packs/Umbral Veil/Murkveil/Murkveil_front.png,Assets/Monsters/Packs/Umbral Veil/Murkveil/Murkveil_back.png,Assets/Monsters/Packs/Umbral Veil/Murkveil/Murkveil_frontshiny.png,Assets/Monsters/Packs/Umbral Veil/Murkveil/Murkveil_backshiny.png,A mischievous specter that coils through shadows striking from odd angles before fading from sight.
Umbral Veil,M-094,Gloomit,Umbral,Uncommon,50,No,0,0,T-018,2,T-031,10,T-046,14,,,,,1,22,M-095,62,52,34,24,4.5,1,7.1,11,8.7,Phantom,Night Jab,1,Assets/Monsters/Packs/Umbral Veil/Gloomit/Gloomit_front.png,Assets/Monsters/Packs/Umbral Veil/Gloomit/Gloomit_back.png,Assets/Monsters/Packs/Umbral Veil/Gloomit/Gloomit_frontshiny.png,Assets/Monsters/Packs/Umbral Veil/Gloomit/Gloomit_backshiny.png,A young umbral stalker that tests its prey lashing out cautiously from pools of darkness.
Umbral Veil,M-095,Gloomveil,Umbral,Rare,50,No,0,0,T-021,2,T-037,6,T-052,10,T-061,14,,,1,,,70,62,38,28,2,1.08,8,11,8.7,Phantom,Veil Strike,1,Assets/Monsters/Packs/Umbral Veil/Gloomveil/Gloomveil_front.png,Assets/Monsters/Packs/Umbral Veil/Gloomveil/Gloomveil_back.png,Assets/Monsters/Packs/Umbral Veil/Gloomveil/Gloomveil_frontshiny.png,Assets/Monsters/Packs/Umbral Veil/Gloomveil/Gloomveil_backshiny.png,A refined umbral predator that slips between shadows exploiting openings with precise
Mecha Menagerie,M-096,Cogrel,Alloy,Uncommon,50,No,0,0,T-058,2,T-064,10,T-071,14,,,,,1,22,M-097,60,46,44,18,4.5,1,5.6,8,11.4,Sentinel,Metal Tap,1,Assets/Monsters/Packs/Mecha Menagerie/Cogrel/Cogrel_front.png,Assets/Monsters/Packs/Mecha Menagerie/Cogrel/Cogrel_back.png,Assets/Monsters/Packs/Mecha Menagerie/Cogrel/Cogrel_frontshiny.png,Assets/Monsters/Packs/Mecha Menagerie/Cogrel/Cogrel_backshiny.png,A compact alloy worker that turns steadily striking with measured mechanical precision while resisting damage.
Mecha Menagerie,M-097,Cogron,Alloy,Rare,50,No,0,0,T-083,2,T-091,6,T-104,10,T-118,14,,,1,,,70,54,56,20,2,1.08,6.4,8,11.4,Fortress,Gear Crush,1,Assets/Monsters/Packs/Mecha Menagerie/Cogron/Cogron_front.png,Assets/Monsters/Packs/Mecha Menagerie/Cogron/Cogron_back.png,Assets/Monsters/Packs/Mecha Menagerie/Cogron/Cogron_frontshiny.png,Assets/Monsters/Packs/Mecha Menagerie/Cogron/Cogron_backshiny.png,Its internal gears interlock into reinforced rings allowing crushing blows backed by heavy alloy plating.
Mecha Menagerie,M-098,Chargel,Electric,Uncommon,50,No,0,0,T-062,2,T-075,10,T-089,14,,,,,1,,,54,56,24,36,4.5,1,5.2,10.5,7.6,Trickster,Pulse Jab,1,Assets/Monsters/Packs/Mecha Menagerie/Chargel/Chargel_front.png,Assets/Monsters/Packs/Mecha Menagerie/Chargel/Chargel_back.png,Assets/Monsters/Packs/Mecha Menagerie/Chargel/Chargel_frontshiny.png,Assets/Monsters/Packs/Mecha Menagerie/Chargel/Chargel_backshiny.png,A floating electric node that jitters erratically zapping enemies with quick
Mecha Menagerie,M-099,Blightmaw,Corrupt,Epic,50,No,0,0,T-121,1,T-137,4,T-149,8,T-162,12,T-176,15,1,,,86,92,38,28,0.7,1.15,9.9,11,9.2,Unpredictable,Ruin Bite,1,Assets/Monsters/Packs/Mecha Menagerie/Blightmaw/Blightmaw_front.png,Assets/Monsters/Packs/Mecha Menagerie/Blightmaw/Blightmaw_back.png,Assets/Monsters/Packs/Mecha Menagerie/Blightmaw/Blightmaw_frontshiny.png,Assets/Monsters/Packs/Mecha Menagerie/Blightmaw/Blightmaw_backshiny.png,A savage corruption beast that gnaws through defenses its attacks growing more vicious as decay spreads across the battlefield.
Celestial Ascension,M-100,Augrel,Oracle,Uncommon,50,No,0,0,T-067,2,T-072,10,T-088,14,,,,,1,22,M-101,66,36,40,20,4.5,1,8,9,9.9,Analyst,Insight Peck,1,Assets/Monsters/Packs/Celestial Ascension/Augrel/Augrel_front.png,Assets/Monsters/Packs/Celestial Ascension/Augrel/Augrel_back.png,Assets/Monsters/Packs/Celestial Ascension/Augrel/Augrel_frontshiny.png,Assets/Monsters/Packs/Celestial Ascension/Augrel/Augrel_backshiny.png,A cautious oracle creature that observes carefully before delivering measured foresight-guided strikes.
Celestial Ascension,M-101,Augeron,Oracle,Rare,50,No,0,0,T-094,2,T-107,6,T-121,10,T-134,14,,,1,28,M-102,74,42,48,22,2,1.08,9,9,9.9,Strategic,Vision Strike,1,Assets/Monsters/Packs/Celestial Ascension/Augeron/Augeron_front.png,Assets/Monsters/Packs/Celestial Ascension/Augeron/Augeron_back.png,Assets/Monsters/Packs/Celestial Ascension/Augeron/Augeron_frontshiny.png,Assets/Monsters/Packs/Celestial Ascension/Augeron/Augeron_backshiny.png,Its predictive senses sharpen allowing it to anticipate movements and counter with precise blows.
Celestial Ascension,M-102,Auguryx,Oracle,Epic,50,No,0,0,T-142,1,T-156,4,T-169,8,T-183,12,T-196,15,1,,,86,50,58,24,0.7,1.15,10.4,9,10.6,Strategic,Fate Rend,1,Assets/Monsters/Packs/Celestial Ascension/Auguryx/Auguryx_front.png,Assets/Monsters/Packs/Celestial Ascension/Auguryx/Auguryx_back.png,Assets/Monsters/Packs/Celestial Ascension/Auguryx/Auguryx_frontshiny.png,Assets/Monsters/Packs/Celestial Ascension/Auguryx/Auguryx_backshiny.png,A powerful oracle seer that bends battle flow through near-perfect prediction and decisive inevitable strikes.
Celestial Ascension,M-103,Wyrmel,Wyrm,Uncommon,50,No,0,0,T-059,2,T-073,10,T-090,14,,,,,1,22,M-104,60,58,30,26,4.5,1,5.6,9,8.8,Aggressive,Flame Snap,1,Assets/Monsters/Packs/Celestial Ascension/Wyrmel/Wyrmel_front.png,Assets/Monsters/Packs/Celestial Ascension/Wyrmel/Wyrmel_back.png,Assets/Monsters/Packs/Celestial Ascension/Wyrmel/Wyrmel_frontshiny.png,Assets/Monsters/Packs/Celestial Ascension/Wyrmel/Wyrmel_backshiny.png,A restless young wyrm that lunges aggressively scorching enemies with reckless
